respondent_id,h1n1_vaccine,seasonal_vaccine
28226,0.02751308,0.048850262
28227,0.343121619,0.972679451
28228,0.03360399,0.500675501
28229,0.522290952,0.776485692
28230,0.011855309,0.031163552
28231,0.469627588,0.844896456
28232,0.469807999,0.402151382
28233,0.107039455,0.318304359
28234,0.51259835,0.915297278
28235,0.014557889,0.198908376
28236,0.048504419,0.092833207
28237,0.112210004,0.190016589
28238,0.183723245,0.877702134
28239,0.080607315,0.421236793
28240,0.458711978,0.172767307
28241,0.027485733,0.054044767
28242,0.572137998,0.873792564
28243,0.043731295,0.348011964
28244,0.138661746,0.787400911
28245,0.140309333,0.606452284
28246,0.015776997,0.038731969
28247,0.268799665,0.231940648
28248,0.073346061,0.413936183
28249,0.036990022,0.296820039
28250,0.328422182,0.800546806
28251,0.442713433,0.840525207
28252,0.140971682,0.256178755
28253,0.167447192,0.895586793
28254,0.281072892,0.260019295
28255,0.109207201,0.302701286
28256,0.848965752,0.825899565
28257,0.017836986,0.081865719
28258,0.049529714,0.087750564
28259,0.14084987,0.815585916
28260,0.152542988,0.24693318
28261,0.685471664,0.588228411
28262,0.089046183,0.199277433
28263,0.179155836,0.295536545
28264,0.457922606,0.726757141
28265,0.13352628,0.753711221
28266,0.013010984,0.036664192
28267,0.030398178,0.56621269
28268,0.053998617,0.1356999
28269,0.043075597,0.133854958
28270,0.222011815,0.905719628
28271,0.712005714,0.680650309
28272,0.13428751,0.638337672
28273,0.076089619,0.406707437
28274,0.356206929,0.83457286
28275,0.045178156,0.439986107
28276,0.125243611,0.505810664
28277,0.028029449,0.070151601
28278,0.085815831,0.68613732
28279,0.762250355,0.89757623
28280,0.016503233,0.124985445
28281,0.014744084,0.030511637
28282,0.066661991,0.130230302
28283,0.083334255,0.161210908
28284,0.816668931,0.507664084
28285,0.153056199,0.550023017
28286,0.061726254,0.343743122
28287,0.030755592,0.264295191
28288,0.040248584,0.236028849
28289,0.020708975,0.036057867
28290,0.051523432,0.076903239
28291,0.80432082,0.9151559
28292,0.090758682,0.205035062
28293,0.030991024,0.156317008
28294,0.356143636,0.873265039
28295,0.041683865,0.465966588
28296,0.566744646,0.581802015
28297,0.067030087,0.075801851
28298,0.029565847,0.755335211
28299,0.251076582,0.264295159
28300,0.084198781,0.340634232
28301,0.035970999,0.069732618
28302,0.133978689,0.22924862
28303,0.95640174,0.981818892
28304,0.033849292,0.318872752
28305,0.053078932,0.150820684
28306,0.035107046,0.063532731
28307,0.043094179,0.672703829
28308,0.32560093,0.972681826
28309,0.018806504,0.081094623
28310,0.08621868,0.38388433
28311,0.071760545,0.911385648
28312,0.022423465,0.585644526
28313,0.035374172,0.250435743
28314,0.037776412,0.352975892
28315,0.92315496,0.957514503
28316,0.024349122,0.184024198
28317,0.08726106,0.116001228
28318,0.01148899,0.099026161
28319,0.117475242,0.241069989
28320,0.779456681,0.894437984
28321,0.1487442,0.966125219
28322,0.070163909,0.261687344
28323,0.058051473,0.627856409
28324,0.023863597,0.947266289
28325,0.019897826,0.742324937
28326,0.333023371,0.600887741
28327,0.841214074,0.85882286
28328,0.221278337,0.247165873
28329,0.172320207,0.491187484
28330,0.311620271,0.292793794
28331,0.043012216,0.070460224
28332,0.033600775,0.078583111
28333,0.081092916,0.300454192
28334,0.044601081,0.118238688
28335,0.021924551,0.171718211
28336,0.206228389,0.719566784
28337,0.13834992,0.186729153
28338,0.134975691,0.19910185
28339,0.637259501,0.860113771
28340,0.30895954,0.494645011
28341,0.273915579,0.885732426
28342,0.277838612,0.216582369
28343,0.71818995,0.882527101
28344,0.077053876,0.493063974
28345,0.067368483,0.564163073
28346,0.137585025,0.679779114
28347,0.486888878,0.645752581
28348,0.091945194,0.570089788
28349,0.027343583,0.054152077
28350,0.704793172,0.958602272
28351,0.084705648,0.572399349
28352,0.098118751,0.512348272
28353,0.437358452,0.700722229
28354,0.027287039,0.0566236
28355,0.121262615,0.472933681
28356,0.03463427,0.718848226
28357,0.059513628,0.097019465
28358,0.294727773,0.529949783
28359,0.025860437,0.942997599
28360,0.304923063,0.759279188
28361,0.071399446,0.347585836
28362,0.198758521,0.956360436
28363,0.815489635,0.941182738
28364,0.868000091,0.962847689
28365,0.025607619,0.048934056
28366,0.071981989,0.239120837
28367,0.039814704,0.378958255
28368,0.645731742,0.89581655
28369,0.01753772,0.020833399
28370,0.48527959,0.72738331
28371,0.23983414,0.273724208
28372,0.046047678,0.095916377
28373,0.087890021,0.154813715
28374,0.081951932,0.12273779
28375,0.222269145,0.32196158
28376,0.062631636,0.457897745
28377,0.068778884,0.183526567
28378,0.015141884,0.038133954
28379,0.043400314,0.254092907
28380,0.067043621,0.29115763
28381,0.559779812,0.922808823
28382,0.229623816,0.275837333
28383,0.029441961,0.10727553
28384,0.062137094,0.15860757
28385,0.446754169,0.882250801
28386,0.055575396,0.288639701
28387,0.21809601,0.912500922
28388,0.571168124,0.631378726
28389,0.078764014,0.115442395
28390,0.368342741,0.887038419
28391,0.102230203,0.225084534
28392,0.142027115,0.528700708
28393,0.027354829,0.945392315
28394,0.029997811,0.375577447
28395,0.041049197,0.828225048
28396,0.062230543,0.198794724
28397,0.30368653,0.320749257
28398,0.041281819,0.098050912
28399,0.912449088,0.944340711
28400,0.029066978,0.819121023
28401,0.04932671,0.070521086
28402,0.398712043,0.425813058
28403,0.465012707,0.736590657
28404,0.055282565,0.733586527
28405,0.026078257,0.121992623
28406,0.132749429,0.17714708
28407,0.495436957,0.341126997
28408,0.198337805,0.963050576
28409,0.011536496,0.130170983
28410,0.819283571,0.875766411
28411,0.344124019,0.142514076
28412,0.839448197,0.911547748
28413,0.152387988,0.184695022
28414,0.959051515,0.980222093
28415,0.01257989,0.072168233
28416,0.021142127,0.225716565
28417,0.067088493,0.17566062
28418,0.482532764,0.465381546
28419,0.825818267,0.896309027
28420,0.759604909,0.862378589
28421,0.108735745,0.595745748
28422,0.07359055,0.309765024
28423,0.025210548,0.084311407
28424,0.25255037,0.173179375
28425,0.043858534,0.076723018
28426,0.048674505,0.510673508
28427,0.297879255,0.295294046
28428,0.084613004,0.867552258
28429,0.120863126,0.053442034
28430,0.756923693,0.819291115
28431,0.899155726,0.904680853
28432,0.02632405,0.107310861
28433,0.213667223,0.299219421
28434,0.045933596,0.564144557
28435,0.185585229,0.829677314
28436,0.061332161,0.136714819
28437,0.078716341,0.396874332
28438,0.014504301,0.095491431
28439,0.09399969,0.178116845
28440,0.018532524,0.923345792
28441,0.840609453,0.900106669
28442,0.039762076,0.807420906
28443,0.742381707,0.886650369
28444,0.383766886,0.435853041
28445,0.205128236,0.365592578
28446,0.073407661,0.287855856
28447,0.146580078,0.615278181
28448,0.373841087,0.223799384
28449,0.370263761,0.542884936
28450,0.081444729,0.442409437
28451,0.036878388,0.174108978
28452,0.024425891,0.112915583
28453,0.020300219,0.403929703
28454,0.025228378,0.230848631
28455,0.866254279,0.92061901
28456,0.045621943,0.288523145
28457,0.230906902,0.602942906
28458,0.119095865,0.509598615
28459,0.017257684,0.035465199
28460,0.020443917,0.077969053
28461,0.354279893,0.26680983
28462,0.059243395,0.257498378
28463,0.504909214,0.201649072
28464,0.156241843,0.652413213
28465,0.713822709,0.61849288
28466,0.166067567,0.128313544
28467,0.231497224,0.681617287
28468,0.084445436,0.308850886
28469,0.097088098,0.167092174
28470,0.080385369,0.263307432
28471,0.092172367,0.836949851
28472,0.049068543,0.385102037
28473,0.01235912,0.154311726
28474,0.031171055,0.320965607
28475,0.460208064,0.648104395
28476,0.039813486,0.075081967
28477,0.029816786,0.03850604
28478,0.118690398,0.472069263
28479,0.300209825,0.462316467
28480,0.050762806,0.327870401
28481,0.051329338,0.581149616
28482,0.088649338,0.635716839
28483,0.064754389,0.632969128
28484,0.064172802,0.601636886
28485,0.011117149,0.043978096
28486,0.067720126,0.055138482
28487,0.017695978,0.074667394
28488,0.094615285,0.709939636
28489,0.183321633,0.416456526
28490,0.037246197,0.582051459
28491,0.148926345,0.56238876
28492,0.075582712,0.61752638
28493,0.0163264,0.035785559
28494,0.468990648,0.474308074
28495,0.055227539,0.077135634
28496,0.062790551,0.851806611
28497,0.032117366,0.145570399
28498,0.045369966,0.384417127
28499,0.160798037,0.773733654
28500,0.112241977,0.188522872
28501,0.074118401,0.535157476
28502,0.041901752,0.238234593
28503,0.183847559,0.448661397
28504,0.023459892,0.081454273
28505,0.020109613,0.042715337
28506,0.662869506,0.87687063
28507,0.015103267,0.096993796
28508,0.966068096,0.913659319
28509,0.039351134,0.227204121
28510,0.484449471,0.636657953
28511,0.056191548,0.812740971
28512,0.024596826,0.297469126
28513,0.389648657,0.348397307
28514,0.121555109,0.313312975
28515,0.027912224,0.139850391
28516,0.130745655,0.312793132
28517,0.027847547,0.159732061
28518,0.43598441,0.729493038
28519,0.068303867,0.326412772
28520,0.071477193,0.125544061
28521,0.252980661,0.8472937
28522,0.20085273,0.630176178
28523,0.062125123,0.180062202
28524,0.228971538,0.286739283
28525,0.123228595,0.184917148
28526,0.116827883,0.095727962
28527,0.023929462,0.294968254
28528,0.424469031,0.551731022
28529,0.020314728,0.061006236
28530,0.194470244,0.935542226
28531,0.079097962,0.152313494
28532,0.050317464,0.071266018
28533,0.081754542,0.199941703
28534,0.043217733,0.050177814
28535,0.020214709,0.142281111
28536,0.078538545,0.678432159
28537,0.132385265,0.57988886
28538,0.757894345,0.870779774
28539,0.010151827,0.077986224
28540,0.11374556,0.970066201
28541,0.229851937,0.687183443
28542,0.05469727,0.083198139
28543,0.076743341,0.23361219
28544,0.36894995,0.652175392
28545,0.058820679,0.779461892
28546,0.305644773,0.320276722
28547,0.123859709,0.631381965
28548,0.030386203,0.109055231
28549,0.022254982,0.16168516
28550,0.045324641,0.508567038
28551,0.458696864,0.896693505
28552,0.391909515,0.466465051
28553,0.078955214,0.164900925
28554,0.093356222,0.630528824
28555,0.173872483,0.463528771
28556,0.027090103,0.135371164
28557,0.253619914,0.933705704
28558,0.034896448,0.382485014
28559,0.024511248,0.08737215
28560,0.193193976,0.688795378
28561,0.394526239,0.877659665
28562,0.071291947,0.174147998
28563,0.057944423,0.164767706
28564,0.051011699,0.114713039
28565,0.212731647,0.509575669
28566,0.070212266,0.696695536
28567,0.065172627,0.166682596
28568,0.038416945,0.281574759
28569,0.282376612,0.634095412
28570,0.01474069,0.220385764
28571,0.007609781,0.157524754
28572,0.027049394,0.146047192
28573,0.727367808,0.963253944
28574,0.220621467,0.514545741
28575,0.295709907,0.678402291
28576,0.22902235,0.158136027
28577,0.079461228,0.959870346
28578,0.008584266,0.031881651
28579,0.179211533,0.59329443
28580,0.476586147,0.611207564
28581,0.081427846,0.555112904
28582,0.238262773,0.3905215
28583,0.05766098,0.699985336
28584,0.177012438,0.777883042
28585,0.101257802,0.298023345
28586,0.098281831,0.233900135
28587,0.259687684,0.622320311
28588,0.128965882,0.367220277
28589,0.87473534,0.942243767
28590,0.054265588,0.130016214
28591,0.839504629,0.97131533
28592,0.802438763,0.963359532
28593,0.230805417,0.829210489
28594,0.062592012,0.174717704
28595,0.128552097,0.760413005
28596,0.038930697,0.312717121
28597,0.039368445,0.833066886
28598,0.159680452,0.201951717
28599,0.110200032,0.2281212
28600,0.015320326,0.110953404
28601,0.384904762,0.811104474
28602,0.188198672,0.527227263
28603,0.247658158,0.240627467
28604,0.201876173,0.216754422
28605,0.036231658,0.09168174
28606,0.101647017,0.281066414
28607,0.024238469,0.043340567
28608,0.084018407,0.198427386
28609,0.282172838,0.788416231
28610,0.494520652,0.266735814
28611,0.113467066,0.176572334
28612,0.074877802,0.871586536
28613,0.062020968,0.160377053
28614,0.023620135,0.126662809
28615,0.018562423,0.120870158
28616,0.072253584,0.37051204
28617,0.057819279,0.104490754
28618,0.044436519,0.076870798
28619,0.229372049,0.430807783
28620,0.397951857,0.528088361
28621,0.019873757,0.834594842
28622,0.812855588,0.859884707
28623,0.086292548,0.31840434
28624,0.045671358,0.454174005
28625,0.138514277,0.097806651
28626,0.064717439,0.779534604
28627,0.078063642,0.619901903
28628,0.117623607,0.348070836
28629,0.018027516,0.015856872
28630,0.484727828,0.897329089
28631,0.130441773,0.462788882
28632,0.122552553,0.319194544
28633,0.663288644,0.724133616
28634,0.499203719,0.426418711
28635,0.247113797,0.844523381
28636,0.052827344,0.574610652
28637,0.344212337,0.669819991
28638,0.21701059,0.276916082
28639,0.043773149,0.764944469
28640,0.103480981,0.567863927
28641,0.02600106,0.411201301
28642,0.080543871,0.44940358
28643,0.027029284,0.273171471
28644,0.21547293,0.404026964
28645,0.033571239,0.392187141
28646,0.251727618,0.26374708
28647,0.047362051,0.325935695
28648,0.049257933,0.447838694
28649,0.287839473,0.372996251
28650,0.193072223,0.216973763
28651,0.768665986,0.802879567
28652,0.043432792,0.050630999
28653,0.04858891,0.624041388
28654,0.144569784,0.887240669
28655,0.233861834,0.807936444
28656,0.475965419,0.829136559
28657,0.085800154,0.10512797
28658,0.872440397,0.934959107
28659,0.028461883,0.023080241
28660,0.706179634,0.205734754
28661,0.449630075,0.706785744
28662,0.047395895,0.166284465
28663,0.061726204,0.273441399
28664,0.050341807,0.593757356
28665,0.522221794,0.347059768
28666,0.040176899,0.103969656
28667,0.327031773,0.624316528
28668,0.253274321,0.243389515
28669,0.506589063,0.856874348
28670,0.072756703,0.126953103
28671,0.070092113,0.131335252
28672,0.02788992,0.411148507
28673,0.338619475,0.819616267
28674,0.097322088,0.142639955
28675,0.671633233,0.95618876
28676,0.088289945,0.56380322
28677,0.041491788,0.940244886
28678,0.062803541,0.26139553
28679,0.170999539,0.505376714
28680,0.030850433,0.273946376
28681,0.280389226,0.85154311
28682,0.790387747,0.936309916
28683,0.080412803,0.324206734
28684,0.013259462,0.081952947
28685,0.034623369,0.228987993
28686,0.294506954,0.959678157
28687,0.016525973,0.093056518
28688,0.189287454,0.72377669
28689,0.70456352,0.888027958
28690,0.113944512,0.457915294
28691,0.244357947,0.500592499
28692,0.136537676,0.919056371
28693,0.020594154,0.828009764
28694,0.285691911,0.713459937
28695,0.081386382,0.537488829
28696,0.053628611,0.471236969
28697,0.05983755,0.433034169
28698,0.884105454,0.838262625
28699,0.085972434,0.131957094
28700,0.066849521,0.901806482
28701,0.082744772,0.112993132
28702,0.0321425,0.266492224
28703,0.082547309,0.578993304
28704,0.352320492,0.811993556
28705,0.24673002,0.847563844
28706,0.089561597,0.167637819
28707,0.017441201,0.115966043
28708,0.229559122,0.255857199
28709,0.020624841,0.038083222
28710,0.910562122,0.956032905
28711,0.688499903,0.952025624
28712,0.104246194,0.199397153
28713,0.26498864,0.298136445
28714,0.486457913,0.355139573
28715,0.772566587,0.890146714
28716,0.045957049,0.069115574
28717,0.051975679,0.599008602
28718,0.131061319,0.404696729
28719,0.028945128,0.056544387
28720,0.086341823,0.117117129
28721,0.033219001,0.303141049
28722,0.086883142,0.447697966
28723,0.14620377,0.910890012
28724,0.056028616,0.486806575
28725,0.18835249,0.898062057
28726,0.138331249,0.313854189
28727,0.136040692,0.215103022
28728,0.26236467,0.167720977
28729,0.095847994,0.725546078
28730,0.464893903,0.653938308
28731,0.091918586,0.428846059
28732,0.09297175,0.147766218
28733,0.048106016,0.18839421
28734,0.056973604,0.42652065
28735,0.040949081,0.337975485
28736,0.089257419,0.228355472
28737,0.273890543,0.743556612
28738,0.103719596,0.943994158
28739,0.173425345,0.686605127
28740,0.678744908,0.862064528
28741,0.00886629,0.264376777
28742,0.087600704,0.139510043
28743,0.035687079,0.156046297
28744,0.072446484,0.786875003
28745,0.084530625,0.932903842
28746,0.41452336,0.293556555
28747,0.125769386,0.916542571
28748,0.894722519,0.931066538
28749,0.076075002,0.406743518
28750,0.221304197,0.436878947
28751,0.388997563,0.81940936
28752,0.218315297,0.269183493
28753,0.206197534,0.071079448
28754,0.692235274,0.555326458
28755,0.179640956,0.709871485
28756,0.035713213,0.186872806
28757,0.170439001,0.467138404
28758,0.048731761,0.063794319
28759,0.034754652,0.321865072
28760,0.030875462,0.244606719
28761,0.293209336,0.687743179
28762,0.506889263,0.834146622
28763,0.151363875,0.507739574
28764,0.653335965,0.715583166
28765,0.083524444,0.624828237
28766,0.14816331,0.809247725
28767,0.161990449,0.3518693
28768,0.128190349,0.090383512
28769,0.313987258,0.506844528
28770,0.392958061,0.703331555
28771,0.30952619,0.851986651
28772,0.032939167,0.481736459
28773,0.108268943,0.221783473
28774,0.85490897,0.901238873
28775,0.026261248,0.426240546
28776,0.116707324,0.476050853
28777,0.044685514,0.388211802
28778,0.262767801,0.316030271
28779,0.367703927,0.897192186
28780,0.087352912,0.159277037
28781,0.460848192,0.877052882
28782,0.204602457,0.962140192
28783,0.126767082,0.168740907
28784,0.127338837,0.354093705
28785,0.063131216,0.379080009
28786,0.076570319,0.174492656
28787,0.118659322,0.110885255
28788,0.022163795,0.123053764
28789,0.324859889,0.51118762
28790,0.604263162,0.844781887
28791,0.610510069,0.921285588
28792,0.539336427,0.707780981
28793,0.667611534,0.93057615
28794,0.049004038,0.060827653
28795,0.227126159,0.243312396
28796,0.01003775,0.046807932
28797,0.733615794,0.915416697
28798,0.097952753,0.854939121
28799,0.070195801,0.20662714
28800,0.1178655,0.117115267
28801,0.119026206,0.102930395
28802,0.148641537,0.182421479
28803,0.030081631,0.73409095
28804,0.123616536,0.892423349
28805,0.027063711,0.12393519
28806,0.603830472,0.812896974
28807,0.044111726,0.256682105
28808,0.040737346,0.164717065
28809,0.014950114,0.863456417
28810,0.040828064,0.174341464
28811,0.094831745,0.860709256
28812,0.058326424,0.173599651
28813,0.150801079,0.434648569
28814,0.215107908,0.244099494
28815,0.065301795,0.157728104
28816,0.050116186,0.504129695
28817,0.012274298,0.225761213
28818,0.03388135,0.22543575
28819,0.051496682,0.533889974
28820,0.069483929,0.127852998
28821,0.027887087,0.117611702
28822,0.033469196,0.131489593
28823,0.209699775,0.798031165
28824,0.651073876,0.948947855
28825,0.22330622,0.458245671
28826,0.158156402,0.375364789
28827,0.38985928,0.761540304
28828,0.074975965,0.131272293
28829,0.157538418,0.146675314
28830,0.061567017,0.552015494
28831,0.074820072,0.131365101
28832,0.163795757,0.425783302
28833,0.102639347,0.421095055
28834,0.212234164,0.659463452
28835,0.238280104,0.391960458
28836,0.050167635,0.603161743
28837,0.518347015,0.84910221
28838,0.134816182,0.763437839
28839,0.748194,0.889785424
28840,0.02630927,0.345105667
28841,0.058068662,0.246077751
28842,0.523088497,0.182123051
28843,0.129038374,0.820462465
28844,0.031205251,0.199901282
28845,0.075918349,0.19018694
28846,0.696980284,0.823744847
28847,0.035997425,0.128512172
28848,0.31422909,0.470213389
28849,0.134361833,0.404906451
28850,0.029493028,0.255520814
28851,0.077098206,0.098448293
28852,0.222931693,0.701312116
28853,0.067488355,0.130082244
28854,0.191701645,0.968896246
28855,0.089765031,0.21283615
28856,0.013643276,0.498688248
28857,0.037952015,0.344928313
28858,0.082186573,0.839027262
28859,0.030898525,0.063730293
28860,0.200519992,0.472345383
28861,0.714847141,0.824057929
28862,0.245310229,0.551293296
28863,0.266217692,0.949341426
28864,0.708954305,0.560697195
28865,0.072126122,0.882288627
28866,0.427574279,0.405077569
28867,0.039187673,0.168872818
28868,0.023125135,0.089241206
28869,0.071227585,0.191200904
28870,0.061500538,0.115546501
28871,0.046387837,0.061950947
28872,0.079262545,0.693362417
28873,0.066285907,0.113563826
28874,0.065747855,0.700692596
28875,0.265111192,0.806192823
28876,0.173853565,0.57130697
28877,0.017526293,0.095785449
28878,0.025336872,0.093666243
28879,0.041829001,0.48134568
28880,0.632391797,0.732900864
28881,0.065363709,0.135003666
28882,0.629526289,0.884530796
28883,0.57722964,0.574454683
28884,0.150565475,0.150378534
28885,0.38536759,0.433750672
28886,0.112463331,0.224355159
28887,0.018634335,0.096962099
28888,0.037408897,0.091654156
28889,0.036563008,0.102473706
28890,0.124385391,0.570930927
28891,0.067065132,0.069297533
28892,0.044714396,0.080388986
28893,0.076417582,0.721017729
28894,0.032297458,0.113412595
28895,0.038902332,0.208412625
28896,0.157259849,0.161799099
28897,0.34003823,0.832871554
28898,0.021253564,0.329652347
28899,0.048245556,0.3861873
28900,0.169799011,0.298863849
28901,0.03487423,0.905518413
28902,0.279428035,0.29571844
28903,0.050873635,0.143171646
28904,0.176840768,0.716161156
28905,0.149259979,0.847720009
28906,0.058406473,0.904258784
28907,0.010366522,0.036686068
28908,0.692957639,0.901969242
28909,0.641092604,0.679053955
28910,0.158718553,0.681797225
28911,0.202722042,0.4649753
28912,0.095280049,0.948150631
28913,0.15028716,0.320402631
28914,0.090733261,0.871630885
28915,0.155394105,0.118711814
28916,0.060039573,0.714210726
28917,0.137658915,0.721986148
28918,0.467585372,0.818227079
28919,0.342064162,0.723084521
28920,0.510884015,0.616723837
28921,0.10138806,0.695724225
28922,0.136698142,0.39903644
28923,0.744821249,0.816578122
28924,0.022638772,0.934751357
28925,0.484231665,0.6949083
28926,0.216813987,0.268474784
28927,0.032947894,0.126266276
28928,0.375447531,0.717133623
28929,0.017792288,0.087063725
28930,0.082634091,0.123590644
28931,0.230608634,0.565191452
28932,0.875544705,0.332549162
28933,0.043532553,0.098081413
28934,0.181441807,0.532517142
28935,0.261945433,0.622454883
28936,0.028146912,0.17655342
28937,0.096374557,0.53328531
28938,0.02138285,0.246931293
28939,0.123413579,0.461812166
28940,0.438486855,0.541400154
28941,0.148687943,0.838846944
28942,0.081065003,0.152553554
28943,0.080470853,0.437166551
28944,0.105475986,0.303426022
28945,0.085932582,0.188186833
28946,0.12812435,0.392899432
28947,0.108039887,0.089985963
28948,0.056678879,0.719041603
28949,0.090362954,0.261613931
28950,0.101504343,0.972286203
28951,0.072065463,0.067321847
28952,0.036650082,0.680550106
28953,0.076915068,0.804134798
28954,0.044444882,0.215250656
28955,0.078910817,0.785957334
28956,0.048368042,0.396515579
28957,0.090688642,0.271345716
28958,0.124253933,0.300506215
28959,0.215953788,0.454133718
28960,0.222128703,0.739202204
28961,0.283143701,0.294045067
28962,0.383654621,0.243555148
28963,0.031585591,0.303064312
28964,0.029223691,0.613422918
28965,0.507908945,0.14683993
28966,0.096299522,0.090035508
28967,0.37758503,0.909600305
28968,0.138292498,0.728035272
28969,0.077210327,0.229695702
28970,0.070301163,0.099060551
28971,0.154212572,0.65205212
28972,0.21802963,0.873258509
28973,0.031495501,0.380902326
28974,0.059375091,0.065255588
28975,0.017946722,0.170311383
28976,0.026622056,0.701719549
28977,0.1178478,0.158402788
28978,0.019971137,0.274132646
28979,0.078534338,0.899880241
28980,0.075046817,0.196735459
28981,0.343031611,0.815531305
28982,0.048643471,0.177763656
28983,0.012498884,0.031143923
28984,0.308022025,0.676018883
28985,0.162253378,0.314307139
28986,0.37668554,0.582964015
28987,0.085372894,0.130276045
28988,0.449399408,0.62670418
28989,0.283409223,0.937942047
28990,0.076906811,0.328850696
28991,0.256297185,0.702441334
28992,0.073543448,0.092449612
28993,0.043900975,0.179873223
28994,0.284963469,0.232820396
28995,0.084389864,0.710948843
28996,0.264037281,0.623456449
28997,0.126513595,0.187888949
28998,0.259101615,0.74813285
28999,0.092769918,0.444597435
29000,0.863497009,0.943251551
29001,0.175088607,0.579816527
29002,0.262954122,0.209135577
29003,0.48437539,0.806528779
29004,0.774119826,0.811709064
29005,0.055719292,0.804550115
29006,0.041393269,0.112088545
29007,0.053748647,0.76357686
29008,0.213114871,0.439780948
29009,0.041154207,0.456879235
29010,0.066162351,0.200481489
29011,0.090601078,0.271948315
29012,0.198570834,0.274884305
29013,0.047442537,0.362971727
29014,0.444862344,0.712260037
29015,0.155661297,0.151363534
29016,0.046734668,0.448159362
29017,0.073459478,0.842739058
29018,0.017259745,0.098231542
29019,0.027219763,0.297312369
29020,0.221674391,0.57981874
29021,0.420135491,0.507091747
29022,0.578761861,0.467795391
29023,0.784396194,0.804113117
29024,0.336901309,0.51584063
29025,0.022919777,0.123664833
29026,0.484519413,0.598460524
29027,0.77271232,0.915375215
29028,0.10040015,0.17764293
29029,0.015887579,0.241189776
29030,0.032412951,0.224491498
29031,0.067649433,0.209862318
29032,0.491518601,0.86861585
29033,0.09041056,0.399726741
29034,0.420897365,0.520512198
29035,0.037431818,0.291724617
29036,0.082086062,0.546593846
29037,0.057649126,0.884040487
29038,0.055514988,0.258921555
29039,0.214246924,0.357164607
29040,0.037778294,0.108880215
29041,0.196061713,0.46608887
29042,0.126410051,0.053301656
29043,0.051415879,0.253427643
29044,0.875184975,0.840197789
29045,0.322657981,0.287856179
29046,0.040637107,0.260489295
29047,0.226215189,0.298255533
29048,0.74746895,0.868474068
29049,0.853549809,0.933853178
29050,0.038301049,0.674884026
29051,0.565882568,0.499486241
29052,0.027843236,0.085036019
29053,0.099777629,0.821212212
29054,0.106538243,0.210003212
29055,0.066726316,0.804149571
29056,0.046841401,0.728184851
29057,0.188345128,0.916362225
29058,0.019305572,0.042676011
29059,0.064027347,0.369147173
29060,0.196256349,0.504028775
29061,0.03315613,0.517223207
29062,0.102084572,0.370298961
29063,0.812320138,0.867198578
29064,0.879205884,0.963991244
29065,0.20267393,0.156199481
29066,0.256072593,0.721891459
29067,0.535629906,0.923373147
29068,0.030669865,0.126581112
29069,0.035601796,0.845838894
29070,0.025139179,0.573284036
29071,0.389893667,0.477661746
29072,0.04705212,0.710430614
29073,0.030392503,0.136066765
29074,0.803814679,0.935405318
29075,0.036938181,0.604948639
29076,0.733926847,0.827258864
29077,0.034261997,0.880959319
29078,0.119847603,0.447034263
29079,0.440103012,0.519501106
29080,0.035541985,0.179034537
29081,0.041896506,0.695289851
29082,0.050282786,0.052049863
29083,0.041879939,0.074108371
29084,0.464906335,0.821756151
29085,0.138441351,0.768117602
29086,0.922245566,0.864983748
29087,0.292971088,0.342869828
29088,0.155190634,0.456730888
29089,0.015134224,0.02834695
29090,0.033814472,0.73181103
29091,0.518571156,0.956579118
29092,0.292578378,0.394081442
29093,0.8028835,0.793079217
29094,0.03132173,0.037996603
29095,0.081400562,0.486084207
29096,0.705084125,0.854776807
29097,0.051371396,0.107228935
29098,0.459851379,0.826844884
29099,0.613417527,0.767734108
29100,0.518869806,0.67908273
29101,0.137748778,0.562517287
29102,0.383038699,0.890984695
29103,0.492479937,0.641733105
29104,0.056441706,0.694176331
29105,0.678960996,0.897517185
29106,0.154845981,0.735141424
29107,0.110679192,0.256678097
29108,0.636706963,0.7712382
29109,0.104536721,0.485304511
29110,0.07931303,0.253203871
29111,0.545430499,0.857954208
29112,0.490532392,0.727407107
29113,0.032000578,0.108776402
29114,0.234214564,0.247056291
29115,0.085077796,0.282973894
29116,0.16531313,0.263216735
29117,0.223585254,0.438038503
29118,0.401662569,0.914045705
29119,0.859103878,0.973364747
29120,0.097492938,0.172541682
29121,0.026344246,0.063562439
29122,0.238237473,0.926467843
29123,0.035937509,0.273194976
29124,0.217156237,0.212287431
29125,0.058400203,0.422378824
29126,0.637661182,0.166997607
29127,0.284470051,0.606543349
29128,0.170388349,0.605547288
29129,0.03145557,0.066422273
29130,0.092036055,0.616760238
29131,0.009767026,0.045480567
29132,0.417014578,0.432997894
29133,0.160176531,0.494056745
29134,0.052404571,0.160195015
29135,0.145114321,0.852897708
29136,0.142109616,0.134435461
29137,0.115145241,0.469549488
29138,0.047710174,0.110575591
29139,0.025823113,0.169106906
29140,0.118912258,0.154950996
29141,0.169278863,0.121423915
29142,0.577064472,0.651225206
29143,0.058040969,0.35470953
29144,0.931070851,0.954656093
29145,0.702059303,0.641997506
29146,0.100266447,0.194013645
29147,0.061952352,0.733205047
29148,0.2092599,0.913880987
29149,0.061526619,0.706729342
29150,0.018522354,0.254751309
29151,0.11391599,0.288762721
29152,0.275229905,0.742325145
29153,0.063663211,0.079736255
29154,0.096759404,0.189245781
29155,0.116073643,0.820365578
29156,0.141191269,0.322573898
